Num,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
342,12:15:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,18-30,3,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
343,12:15:00,Sunday,18-30,Unknown,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
344,7:40:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Above 10yr,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
345,16:10:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
346,8:35:00,Wednesday,31-50,Male,Above high school,Employee,5-10yr,Public (12 seats),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
347,8:35:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Collision with pedestrians,2,1,Going straight,Pedestrian,Female,Under 18,3,Self-employed,Normal,Unknown or other,Changing lane to the right,Slight Injury
348,8:40:00,Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,1-2yr,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
349,18:49:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
350,12:46:00,Friday,31-50,Male,,,,,,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
351,12:46:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Governmental,Below 1yr,No defect,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
352,7:40:00,Wednesday,18-30,Male,Junior high school,Employee,,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
353,7:40:00,Wednesday,31-50,Unknown,Junior high school,Employee,,Other,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
354,6:00:00,Sunday,Unknown,Female,Junior high school,Employee,1-2yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
355,6:00:00,Sunday,18-30,Male,Above high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
356,15:00:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
357,18:02:00,Wednesday,31-50,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Owner,2-5yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
358,21:25:00,Thursday,18-30,Male,High school,Employee,2-5yr,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,31-50,2,,Normal,Not a Pedestrian,Overturning,Slight Injury
359,21:25:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
360,21:25:00,Thursday,18-30,Unknown,Junior high school,Employee,Below 1yr,Other,Governmental,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
361,16:55:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Unknown,Pedestrian,Male,Under 18,2,Driver,Normal,Crossing from driver's nearside,Moving Backward,Slight Injury
362,16:55:00,Friday,31-50,Male,,Owner,,Stationwagen,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,Under 18,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
363,16:55:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
364,16:55:00,Friday,Unknown,Female,,,,,,,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
365,16:55:00,Friday,Unknown,Female,Elementary school,Employee,No Licence,Ridden horse,Owner,Unknown,,Other,,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
366,20:15:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,,Owner,Above 10yr,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
367,20:15:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,Other,Owner,,No defect,Office areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,2,2,Going straight,Passenger,Male,Under 18,3,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
368,20:15:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,2,2,Unknown,Passenger,Female,Under 18,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
369,15:30:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Other,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,Passenger,Male,Under 18,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
370,20:17:00,Thursday,31-50,Unknown,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
371,20:17:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Stationwagen,Governmental,,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Other,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Turnover,Passenger,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
372,13:07:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Organization,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Turnover,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
373,13:07:00,Sunday,31-50,Male,Junior high school,Employee,,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
374,13:07:00,Sunday,31-50,Male,Above high school,Employee,1-2yr,Automobile,Owner,1-2yr,,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
375,16:30:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
376,16:30:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Taxi,Owner,Unknown,No defect,  Recreational areas,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
377,15:18:00,Monday,31-50,Male,Unknown,Employee,5-10yr,,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,2,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Serious Injury
378,17:40:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,Over 51,1,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
379,18:32:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,,Owner,,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Passenger,Female,Under 18,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
380,18:32:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
381,18:32:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
382,18:32:00,Tuesday,Over 51,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Governmental,2-5yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Female,Over 51,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
383,18:35:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,,Owner,,,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
384,18:35:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,,No defect,Other,One way,Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
385,12:10:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
386,12:10:00,Friday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,,No defect,  Recreational areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
387,15:08:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Female,31-50,3,,Normal,Not a Pedestrian,Moving Backward,Serious Injury
388,15:08:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Rollover,3,4,Moving Backward,na,na,na,na,,Normal,Not a Pedestrian,Overturning,Serious Injury
389,15:08:00,Monday,Over 51,Unknown,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,3,4,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
390,15:08:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
